Index,Distance
21,"(True, 11.983630057089707)"
21,"(True, 478.4330243809336)"
22,"(True, 15.225358952322892)"
22,"(True, 249.7258666666664)"
22,"(True, 3.168400000000004)"
22,"(True, 12.315360649211785)"
22,"(True, 11.42129898174667)"
22,"(True, 12.171408205150781)"
22,"(True, 493.85229257841485)"
22,"(True, 197.8371643179634)"
22,"(True, 3945.412236200008)"
22,"(True, 227.69695866832205)"
22,"(True, 11.84873090333336)"
22,"(True, 366.6430666666666)"
22,"(True, 1142.1081426751362)"
22,"(True, 4850.051051292685)"
22,"(True, 1143.519275712501)"
22,"(False, None)"
22,"(False, None)"
22,"(False, None)"
22,"(True, 3125.135914060775)"
22,"(False, None)"
22,"(True, 12.000541746405965)"
22,"(True, 11.983630057089707)"
22,"(True, 6195.797308037141)"
22,"(True, 66.05784490707842)"
22,"(True, 199.23916666666673)"
22,"(True, 32.53011745625373)"
22,"(True, 26.009999999999994)"
22,"(True, 11.983630057089707)"
22,"(True, 31.334105431928784)"
22,"(True, 1.1366655426231271)"
22,"(True, 2609.515121668805)"
22,"(True, 523.9207432031807)"
22,"(True, 1330.4735999999998)"
22,"(False, None)"
22,"(True, 352.8055666666667)"
22,"(True, 166411.26286260047)"
22,"(True, 6366.858531499832)"
22,"(True, 40.41812128429776)"
22,"(True, 471.94101687092217)"
22,"(True, 199.23916666666673)"
22,"(True, 133.6113487423794)"
22,"(True, 371.4450666666666)"
22,"(True, 3.647426008802777)"
22,"(True, 0.5151876010248222)"
22,"(True, 511.15886115297724)"
22,"(True, 957.5891666666665)"
22,"(True, 2579.923634072091)"
22,"(True, 4844.950409898958)"
22,"(False, None)"
22,"(True, 7.4812591898136835)"
22,"(True, 2164.8581817194085)"
22,"(True, 126961.39976400003)"
22,"(True, 1943.3736879534251)"
22,"(True, 2559.880609879832)"
22,"(True, 221.32666666666674)"
22,"(True, 2566.464363681954)"
22,"(True, 7894.676666666667)"
22,"(True, 1.4539397095054811)"
22,"(True, 31.43985593278695)"
22,"(True, 2055.8589)"
22,"(True, 232.79114064358274)"
22,"(True, 6.101967721281382)"
22,"(True, 139.76024313648898)"
22,"(True, 2478.8004)"
22,"(True, 24.25376280217995)"
22,"(True, 6.443583369741382)"
22,"(True, 1137.1329905303908)"
22,"(True, 4560.615896885317)"
22,"(True, 526.2237402388655)"
22,"(True, 4095.259066666666)"
22,"(True, 3970.6944722181665)"
22,"(True, 14.252277381237294)"
22,"(True, 1257.569166666667)"
22,"(True, 4871.026666666667)"
22,"(True, 1330.4736000000003)"
22,"(True, 6437821.650009936)"
22,"(True, 11.563522943835325)"
22,"(True, 6.264371276729132)"
22,"(True, 2573.087112044649)"
22,"(True, 2900.2024)"
22,"(True, 3095.8741000000005)"
22,"(True, 1138.813173449655)"
22,"(True, 112604.04320733335)"
22,"(True, 6.116003879767433)"
22,"(True, 1137.3523558256338)"
22,"(False, None)"
22,"(True, 1023.7752705999743)"
22,"(True, 4850.396430455648)"
22,"(True, 236.46076666666661)"
22,"(True, 3.810873205762845)"
22,"(True, 1278.7307666666668)"
22,"(True, 31.00634425554914)"
22,"(True, 7629.535929408787)"
22,"(True, 241.36506666666665)"
22,"(True, 4838.979401041039)"
22,"(True, 20.23242658869693)"
22,"(True, 11.692907049595613)"
22,"(True, 2788.77667882529)"
22,"(True, 2500.075667087636)"
22,"(True, 155587.60999999996)"
23,"(True, 12463.8442)"
23,"(True, 5.5460053815578325)"
23,"(True, 56.26582119492162)"
23,"(True, 7181.858966442452)"
23,"(True, 2565.3016326255342)"
23,"(True, 1.4530817898601838)"
23,"(True, 263.3350574509384)"
23,"(True, 5412.482650000001)"
23,"(True, 356.1913411155471)"
23,"(True, 981.550960298683)"
23,"(True, 1137.3523558256338)"
23,"(True, 6.101967721281382)"
23,"(True, 1136.1705317387818)"
23,"(True, 1393.2915666666668)"
23,"(True, 11.42129898174667)"
23,"(True, 0.5313326171969538)"
23,"(True, 11.42129898174667)"
23,"(True, 6.443583369741382)"
23,"(True, 264.1139481362655)"
23,"(True, 1220.7891666666665)"
23,"(True, 11.40370587285822)"
23,"(True, 5681.426371403743)"
23,"(True, 0.07249902840348087)"
23,"(True, 2569.2776807117057)"
23,"(True, 199.23916666666662)"
23,"(True, 4207.159516666667)"
23,"(True, 155.66789099873546)"
23,"(True, 1138.999351622281)"
23,"(True, 1508.7061778572615)"
23,"(True, 1269.2892928904992)"
23,"(True, 179.77426666666673)"
23,"(False, None)"
23,"(True, 2.6578495075214104)"
23,"(True, 1140.714222613026)"
23,"(True, 444.2111366206295)"
23,"(True, 12774.8596)"
23,"(True, 11.65437847845349)"
23,"(True, 3318.2664000000004)"
23,"(False, None)"
23,"(True, 126178.44488761171)"
23,"(True, 1136.9318031186174)"
23,"(False, None)"
23,"(True, 2729.165699836012)"
23,"(True, 6.417384787625521)"
23,"(True, 11.250062189666574)"
23,"(True, 6990.641753104361)"
23,"(True, 6.443583369741382)"
23,"(True, 4790.387316901096)"
23,"(True, 293.3592112829009)"
23,"(True, 2581.472615257554)"
23,"(True, 1125.436020938693)"
23,"(True, 3134.647466717529)"
23,"(True, 2547.4136313917998)"
23,"(True, 218.90583804595286)"
23,"(True, 7940.9733166666665)"
23,"(True, 4928.125102309953)"
23,"(True, 22.259761815749034)"
23,"(True, 9750253.707996666)"
23,"(True, 286.74522017297903)"
23,"(True, 2348.600798555618)"
23,"(True, 14292.51971666667)"
23,"(True, 1098.9511308422864)"
23,"(True, 2783.650351964704)"
23,"(False, None)"
23,"(True, 11.692907049595613)"
23,"(True, 12.000541746405965)"
23,"(True, 2261.5449965979933)"
23,"(True, 2758.1725)"
23,"(True, 2573.087112044649)"
23,"(True, 5.619607889639523)"
23,"(True, 1143.3095555751822)"
23,"(True, 199.23916666666673)"
23,"(True, 2703.9617319963922)"
23,"(True, 264.57526285260025)"
23,"(True, 6221.216766666667)"
23,"(True, 6.443583369741382)"
23,"(True, 522.6321158638017)"
23,"(True, 487.00666666666655)"
23,"(True, 2775.425139731023)"
23,"(True, 1.4530817898601838)"
23,"(True, 15302.901256315285)"
23,"(True, 1132.6381564603987)"
23,"(True, 11.566842641288513)"
23,"(True, 18.364092515002607)"
23,"(True, 7186.440120106668)"
23,"(True, 181.77399393118998)"
23,"(False, None)"
23,"(True, 1884235.8765046096)"
23,"(True, 2560.7054996044035)"
23,"(True, 5.88672190234937)"
23,"(True, 14841991.439346666)"
23,"(True, 96.51005552432702)"
23,"(True, 6272.327757313403)"
23,"(True, 506.3095666666667)"
23,"(True, 610.5273166666668)"
23,"(True, 201.11745880664142)"
23,"(True, 2560.7278330028316)"
23,"(True, 288.0182706666667)"
23,"(True, 238.13052958415716)"
23,"(True, 262.3327666666666)"
24,"(True, 2575.378765029579)"
24,"(True, 2475.160467741726)"
24,"(True, 11.692907049595613)"
24,"(True, 33.98890000000004)"
24,"(True, 11.570604885125961)"
24,"(True, 2357.157613667791)"
24,"(True, 2519.514449636832)"
24,"(True, 2951.9020113035967)"
24,"(True, 767929.3150366494)"
24,"(True, 2569.6900466019756)"
24,"(True, 1.4530817898601838)"
24,"(True, 586.1287666666666)"
24,"(True, 517.3737978164592)"
24,"(True, 1182.3438472246678)"
24,"(True, 282.27790609074015)"
24,"(True, 1579.787927094112)"
24,"(True, 1198.313480433904)"
24,"(True, 6973.733066666667)"
24,"(True, 16457.768153586265)"
24,"(True, 10918.694209166182)"
24,"(True, 2576.684609874582)"
24,"(True, 766908.9995833334)"
24,"(True, 4953.21740981747)"
24,"(True, 315.60637985315947)"
24,"(True, 11.835795333583077)"
24,"(True, 283.65714816657623)"
24,"(True, 11.40370587285822)"
24,"(True, 6.039876859764236)"
24,"(True, 11.662629320200823)"
24,"(True, 8.547899304450393)"
24,"(True, 39718.10218636499)"
24,"(True, 8800.149566666667)"
24,"(True, 1768.856345306507)"
24,"(True, 183.44656835241858)"
24,"(True, 1107.3630666666663)"
24,"(True, 2566.5)"
24,"(True, 4274.926075753237)"
24,"(True, 7.618770146761723)"
24,"(True, 11.733834672053543)"
24,"(True, 11.735301202755402)"
24,"(True, 10951.625516666665)"
24,"(True, 11.424655888290614)"
24,"(True, 182170.19125000003)"
24,"(True, 1205.6547817880057)"
24,"(True, 560.2375666666667)"
24,"(True, 1.2093450934629006)"
24,"(True, 567.6462749977619)"
24,"(True, 0.5186721420665699)"
24,"(True, 11.983630057089707)"
24,"(True, 541.4766666666667)"
24,"(True, 221.32666666666665)"
24,"(False, None)"
24,"(True, 23.039999999999974)"
24,"(True, 5705.103566666667)"
24,"(True, 2951.4206047158336)"
24,"(True, 11.65437847845349)"
24,"(True, 2518.5767636570276)"
24,"(True, 1195.0970757049686)"
24,"(True, 47.72804502981014)"
24,"(True, 2567.3992537917447)"
24,"(True, 314.0060076338998)"
24,"(True, 6.197612639578309)"
24,"(True, 4571.277936347501)"
24,"(True, 2566.5)"
24,"(True, 1195.0970757049686)"
24,"(True, 6.039876859764236)"
24,"(True, 4530.096727215758)"
24,"(True, 9.018751749432182)"
24,"(True, 1.0472897564348493)"
24,"(True, 1373.484897318925)"
24,"(True, 373.8607666666669)"
24,"(True, 307499.14569308865)"
24,"(True, 2271.693908703383)"
24,"(True, 3.657129897272919)"
24,"(True, 1020.5891666666669)"
24,"(True, 2567.476738298636)"
24,"(True, 4839.167648761505)"
24,"(True, 1140.4403429455735)"
24,"(True, 74.00848123335554)"
24,"(True, 1198.4328168877687)"
24,"(True, 7634.572146551792)"
24,"(True, 1134.5445212588409)"
24,"(True, 5925.302448670061)"
24,"(True, 15708.445938219196)"
24,"(True, 0.4224999999999965)"
24,"(True, 0.923240561630681)"
24,"(True, 11.851162231694644)"
24,"(True, 17565.284116666666)"
24,"(True, 7.898012293391825)"
24,"(True, 75.81501464410074)"
24,"(True, 45.18960683332004)"
24,"(True, 3197.364666705801)"
24,"(True, 600.4422014026073)"
24,"(True, 1137.1329905303908)"
24,"(True, 5.619607889639523)"
24,"(True, 328.73947510156916)"
24,"(True, 221.32666666666665)"
24,"(True, 2565.3016326255342)"
24,"(True, 2155.177917721431)"
24,"(True, 2764.582340659745)"
25,"(True, 199.37369984487333)"
25,"(True, 1145.3978763989107)"
25,"(True, 27.996712306423525)"
25,"(True, 602.3973742298626)"
25,"(True, 5091.676068600468)"
25,"(True, 11.40370587285822)"
25,"(True, 1.1133845809912897)"
25,"(True, 4560.615896885317)"
25,"(True, 15043.199604174331)"
25,"(True, 1004.5969299543768)"
25,"(True, 1526.4624570266044)"
25,"(True, 9882.064716666666)"
25,"(True, 0.8890704915433852)"
25,"(True, 2572.192293346983)"
25,"(True, 6.150789233132979)"
25,"(True, 2278.4077)"
25,"(True, 1015.7642666666665)"
25,"(False, None)"
25,"(True, 262.3327666666666)"
25,"(True, 360.1751017524001)"
25,"(True, 0.016899999999999575)"
25,"(True, 4560.615896885317)"
25,"(True, 84.27629190536238)"
25,"(True, 2569.0460442806275)"
25,"(True, 7212.59036492263)"
25,"(True, 960.6707666666673)"
25,"(True, 29.130692469602526)"
25,"(True, 4855.514962844018)"
25,"(True, 7630.077895812757)"
25,"(True, 213.9352809981993)"
25,"(True, 1138.6241641745264)"
25,"(True, 610.3762666666664)"
25,"(True, 2609.969437185725)"
25,"(False, None)"
25,"(True, 1.0773382288176379)"
25,"(True, 3141.160986799949)"
25,"(True, 703.4198578976091)"
25,"(True, 11.452004250343439)"
25,"(True, 0.5141686646482753)"
25,"(True, 0.028824141862857474)"
25,"(True, 2566.5)"
25,"(True, 11.65437847845349)"
25,"(True, 3271.2931517343436)"
25,"(True, 1142.5243266498)"
25,"(True, 2569.6900466019756)"
25,"(True, 11.983630057089707)"
25,"(True, 200.5516011591888)"
25,"(True, 4886.998907381141)"
25,"(True, 171.39165801183935)"
25,"(True, 4674.101442109668)"
25,"(True, 492.236444756492)"
25,"(True, 652476.7106927343)"
25,"(True, 27.07761122484913)"
25,"(True, 19.713599999999985)"
25,"(True, 5848.542766666667)"
25,"(True, 11.955187364847628)"
25,"(True, 1795.0355666666667)"
25,"(True, 124023.19993333335)"
25,"(True, 10746.42324836701)"
25,"(False, None)"
25,"(True, 105.41818769812129)"
25,"(True, 132.37306666666663)"
25,"(True, 11.998543844419665)"
25,"(True, 11.424655888290614)"
25,"(True, 222.13602721193382)"
25,"(True, 2566.5)"
25,"(True, 178.48011273409028)"
25,"(True, 5128.702766666666)"
25,"(True, 106.29610000000002)"
25,"(True, 2581.741265644535)"
25,"(True, 112.4581966665297)"
25,"(True, 379.5060195026078)"
25,"(True, 11.570604885125961)"
25,"(True, 0.5186721420665699)"
25,"(True, 72.03002348484166)"
25,"(True, 2564.407438074397)"
25,"(True, 1140.6666666666667)"
25,"(True, 2.073578705047692)"
25,"(True, 9729.751026061767)"
25,"(True, 2651.8309)"
25,"(True, 202355.56917014133)"
25,"(True, 2563.5496303712453)"
25,"(True, 2572.4380282531743)"
25,"(True, 6.292832633193516)"
25,"(True, 3709.5568379367405)"
25,"(True, 2569.0460442806275)"
25,"(True, 1140.4403429455735)"
25,"(True, 2646.6685762135257)"
25,"(True, 11.42129898174667)"
25,"(True, 75.5161)"
25,"(True, 1189.9011368538318)"
25,"(True, 1.3701344236351816)"
25,"(True, 198.8183256909257)"
25,"(True, 2564.1553071079406)"
25,"(True, 4971.2079524988885)"
25,"(True, 2569.0460442806275)"
25,"(True, 3275.32139679725)"
25,"(True, 2571.5115731289793)"
25,"(True, 2484.0940341695914)"
25,"(True, 0.984030633759176)"
26,"(True, 91.01160000000009)"
26,"(True, 23.81439999999998)"
26,"(True, 11.659477666184454)"
26,"(True, 14121.205723225656)"
26,"(True, 1145.3978763989107)"
26,"(True, 0.6144156262987034)"
26,"(True, 12.206318871848408)"
26,"(True, 2000.99723337714)"
26,"(True, 2544.8728187267343)"
26,"(True, 0.4879831530352788)"
26,"(True, 6383.352554970436)"
26,"(True, 1434.0090666666665)"
26,"(True, 34.69209999999999)"
26,"(True, 27793.75811666667)"
26,"(True, 12024.899938861603)"
26,"(True, 1.1443462104609514)"
26,"(True, 2.593901443514014)"
26,"(True, 2640.0820352747864)"
26,"(True, 4958.620984749695)"
26,"(True, 10568.841557091777)"
26,"(True, 3.992786542275106)"
26,"(True, 6839.393691839996)"
26,"(True, 1144.8219998721079)"
26,"(True, 126151.1526360556)"
26,"(True, 0.28090000000000054)"
26,"(True, 3423.0990082549292)"
26,"(True, 335.23167258843756)"
26,"(True, 3442.9257708989576)"
26,"(True, 10.783966132748894)"
26,"(True, 11.955187364847628)"
26,"(True, 1574.1566666666663)"
26,"(True, 3.173962781136615)"
26,"(True, 11.416548548302774)"
26,"(True, 6.292832633193516)"
26,"(True, 1265.9863435096488)"
26,"(True, 1573.4427666666672)"
26,"(True, 954.5483099336514)"
26,"(True, 24.45280083361038)"
26,"(True, 0.6240999999999958)"
26,"(True, 1136.6811290830187)"
26,"(True, 7615.870460475649)"
26,"(True, 2480.503600049401)"
26,"(True, 302.33930068535494)"
26,"(True, 2564.097804012725)"
26,"(True, 1135.5498719508294)"
26,"(False, None)"
26,"(True, 2634.0348927828304)"
26,"(True, 0.862772675025056)"
26,"(True, 3215.5427660639075)"
26,"(True, 3036.195048094399)"
26,"(True, 416.3824582911801)"
26,"(True, 0.5357114046558564)"
26,"(False, None)"
26,"(True, 617.8066666666671)"
26,"(True, 249.4236569037498)"
26,"(True, 8.065599999999991)"
26,"(True, 221.32666666666665)"
26,"(True, 344.5849353402881)"
26,"(True, 18.048932530646223)"
26,"(True, 766999.5536420378)"
26,"(True, 7151.961753717252)"
26,"(False, None)"
26,"(True, 7181.818615666361)"
26,"(True, 1.0805430906625082)"
26,"(False, None)"
26,"(True, 2569.9145972695524)"
26,"(True, 1150.9705764966852)"
26,"(True, 2572.514643697899)"
26,"(True, 0.5634406257357628)"
26,"(True, 201.6704472875589)"
26,"(True, 2494.002050174383)"
26,"(True, 1.0491744346685643)"
26,"(True, 4560.615896885317)"
26,"(True, 8117.077066666666)"
26,"(False, None)"
26,"(True, 2579.9917788296952)"
26,"(True, 280.2222009348548)"
26,"(True, 283.1769079386748)"
26,"(True, 2700.8635216578955)"
26,"(True, 4.665599999999997)"
26,"(True, 2573.6807023914384)"
26,"(True, 10.706078128306785)"
26,"(True, 22.547574636681436)"
26,"(True, 0.7975249138227963)"
26,"(True, 936.8573872391938)"
26,"(True, 2562.80404701073)"
26,"(True, 199.23916666666673)"
26,"(True, 178.87956381230362)"
26,"(True, 396.57585974662754)"
26,"(True, 395.8393114189939)"
26,"(True, 31.076733228913284)"
26,"(True, 1185.3117481048257)"
26,"(False, None)"
26,"(True, 11.985355222573496)"
26,"(True, 2499.9983788155732)"
26,"(True, 1137.2118200660966)"
26,"(True, 268.2288718689498)"
26,"(True, 2633.166909344737)"
26,"(False, None)"
26,"(True, 2563.8994669551416)"
27,"(True, 1039.5066666666667)"
27,"(True, 317.24133548972003)"
27,"(True, 934.071191345663)"
27,"(True, 2534.891545939272)"
27,"(True, 1.1725004510250217)"
27,"(True, 289.63738331607095)"
27,"(True, 411.6257089489102)"
27,"(True, 64880.064061900535)"
27,"(True, 13.395600000000005)"
27,"(True, 1142.5243266498)"
27,"(True, 557.5975666666667)"
27,"(True, 11.42129898174667)"
27,"(True, 68.39289999999997)"
27,"(True, 30562.927172177788)"
27,"(True, 0.6240999999999958)"
27,"(True, 255706.25646755745)"
27,"(True, 4560.615896885317)"
27,"(True, 0.5735165390676771)"
27,"(True, 159990.85931666667)"
27,"(True, 2836.6760485591467)"
27,"(True, 0.03158037543206808)"
27,"(True, 2.098302605954153)"
27,"(True, 308.081349180752)"
27,"(True, 4857.415909035076)"
27,"(True, 4417.363188506279)"
27,"(True, 4971.667861508828)"
27,"(True, 962.0446049237439)"
27,"(True, 165746.57566346816)"
27,"(True, 11.790022563482875)"
27,"(True, 0.10239999999999902)"
27,"(True, 718.2494282224184)"
27,"(True, 676.2180836052563)"
27,"(True, 2.1316000000000073)"
27,"(True, 7.230976817334634)"
27,"(True, 127.82752528440966)"
27,"(True, 6.136240526788196)"
27,"(True, 88684.72839999999)"
27,"(True, 393.1072898936436)"
27,"(True, 0.5634406257357628)"
27,"(True, 2109.0727900007337)"
27,"(True, 2.4753173396714674)"
27,"(True, 2563.5331442005627)"
27,"(True, 11.712175719016011)"
27,"(True, 11.904828214796852)"
27,"(False, None)"
27,"(True, 2577.238497366101)"
27,"(True, 23.81440000000002)"
27,"(True, 1140.423292885354)"
27,"(True, 2474.574015731312)"
27,"(True, 430.2391666666665)"
27,"(True, 1268.2092687128177)"
27,"(True, 14.438115922108908)"
27,"(True, 0.865165256769387)"
27,"(True, 884.5822148903687)"
27,"(True, 173.40844107930656)"
27,"(True, 11.905594629519593)"
27,"(True, 307.5353829893111)"
27,"(True, 218.77489237690662)"
27,"(True, 11.01211666666671)"
27,"(True, 330.6001684484853)"
27,"(True, 0.5357114046558564)"
27,"(True, 6.672981667314795)"
27,"(True, 268.42603926493337)"
27,"(True, 217.03855120873752)"
27,"(True, 609.0146204757817)"
27,"(True, 3.1002447414880994)"
27,"(True, 7.79312871164661)"
27,"(True, 2606.872489141561)"
27,"(True, 132621.5061632951)"
27,"(True, 0.5634406257357628)"
27,"(True, 4888.082217709157)"
27,"(True, 141.7273162409464)"
27,"(True, 482.3943910656102)"
27,"(True, 894.136698380641)"
27,"(True, 2575.448596882845)"
27,"(True, 2557.5833688040166)"
27,"(False, None)"
27,"(True, 120.87276348570755)"
27,"(True, 1.4641000000000042)"
27,"(True, 2187.026824977181)"
27,"(True, 2569.4813933594883)"
27,"(True, 11.104208528515365)"
27,"(True, 2496.4743740559798)"
27,"(True, 1.115038919035285)"
27,"(True, 2964.969814477622)"
27,"(True, 7616.42550147045)"
27,"(True, 384.32476666666656)"
27,"(True, 229.1410746950285)"
27,"(True, 1139.4682530558432)"
27,"(True, 189.49327113472526)"
27,"(True, 248.96262548603238)"
27,"(True, 29.268099999999993)"
27,"(True, 2569.5802002306004)"
27,"(True, 19479.79917872358)"
27,"(True, 757.6935666666666)"
27,"(True, 281.4135666666667)"
27,"(True, 459.4471076157091)"
27,"(True, 1596.3867666666667)"
27,"(True, 3.291888587308974)"
27,"(True, 2562.205172909559)"
28,"(True, 7100.678516666667)"
28,"(True, 1450.9115666666664)"
28,"(True, 1141.1736396143745)"
28,"(True, 103834.97318333332)"
28,"(True, 6985.485743445762)"
28,"(True, 245.06208028954404)"
28,"(True, 0.2809000000000009)"
28,"(True, 2707.161710511185)"
28,"(True, 985.0590666666666)"
28,"(True, 3.291888587308974)"
28,"(True, 4707.85261843281)"
28,"(True, 166.50610791899257)"
28,"(True, 12.116282935183104)"
28,"(True, 1140.6666666666667)"
28,"(True, 131.61756666666668)"
28,"(True, 4566.062296455421)"
28,"(True, 7473.942266666667)"
28,"(True, 3488.1996598928104)"
28,"(True, 946.9108820943305)"
28,"(True, 1136.0330666666673)"
28,"(True, 1.1725004510250217)"
28,"(True, 2620.5427420535266)"
28,"(True, 3812.4903999999997)"
28,"(True, 0.6197028231987111)"
28,"(True, 1187.6102615293048)"
28,"(True, 314.57655490093737)"
28,"(True, 71.73931845043124)"
28,"(True, 1817.4074540015442)"
28,"(True, 8.122499999999995)"
28,"(True, 969.8750110030584)"
28,"(True, 11.444239149156655)"
28,"(True, 2604.938716464153)"
28,"(True, 265.6548771419178)"
28,"(True, 1137.1329905303908)"
28,"(True, 10.95610000000001)"
28,"(True, 240.03916666666657)"
28,"(True, 2568.887458847846)"
28,"(True, 4.071148322850929)"
28,"(True, 11.222499999999991)"
28,"(True, 0.6250409598176354)"
28,"(True, 11.444239149156655)"
28,"(True, 2.6771381874222127)"
28,"(True, 281.4398931010725)"
28,"(True, 163591.48251666673)"
28,"(True, 6.672981667314795)"
28,"(True, 1179.9755666666667)"
28,"(True, 4236.3887709105775)"
28,"(True, 6414.328766666667)"
28,"(True, 673725.8051833332)"
28,"(True, 19969.972116666668)"
28,"(True, 282.86248412385555)"
28,"(True, 6.672981667314795)"
28,"(True, 1375.8510568185288)"
28,"(True, 0.9988633101075021)"
28,"(True, 15391.64358120424)"
28,"(True, 2904.201758002902)"
28,"(True, 262.97116101320796)"
28,"(True, 4679.637093244742)"
28,"(True, 4686.278122250787)"
28,"(True, 283.6571481665762)"
28,"(True, 201.5762665584275)"
28,"(True, 18.89578058948879)"
28,"(True, 4832.345066666667)"
28,"(True, 335.05006343015816)"
28,"(True, 315.3078636885676)"
28,"(True, 0.9399358045164093)"
28,"(True, 11.354313645052223)"
28,"(True, 269.4619723973911)"
28,"(True, 17.892900000000033)"
28,"(True, 4719.902266666667)"
28,"(False, None)"
28,"(True, 199.23916666666673)"
28,"(True, 312.0680692981607)"
28,"(True, 1446.325812870333)"
28,"(True, 1195.891484413102)"
28,"(True, 6.136240526788196)"
28,"(True, 0.17640000000000106)"
28,"(True, 7.230976817334634)"
28,"(True, 4562.013986133137)"
28,"(True, 0.8210151963840968)"
28,"(True, 957.0896671835598)"
28,"(True, 13.165158987478682)"
28,"(True, 1362.960466666666)"
28,"(True, 6.409827917641773)"
28,"(True, 1091.4360909480167)"
28,"(True, 2718.008259186359)"
28,"(True, 6.562301583904111)"
28,"(True, 690.911809931876)"
28,"(True, 1190.6614828556828)"
28,"(True, 0.9988633101075021)"
28,"(True, 0.012659639764276025)"
28,"(True, 5.286336335905165)"
28,"(True, 264.42137234058913)"
28,"(True, 6.672981667314795)"
28,"(True, 2.685808504767262)"
28,"(True, 297.7906623038377)"
28,"(True, 1.067959489396137)"
28,"(True, 3639.5568806469)"
28,"(True, 221.32666666666665)"
28,"(True, 389.26956666666655)"
29,"(True, 2568.552302940384)"
29,"(True, 1146.4766666666665)"
29,"(True, 1.0808809978508234)"
29,"(True, 0.012659639764276025)"
29,"(True, 1.1725004510250217)"
29,"(True, 1138.5347667125927)"
29,"(True, 2566.5)"
29,"(True, 4616.111611579799)"
29,"(True, 1330.9401513662426)"
29,"(True, 1.3402119266314516)"
29,"(True, 1134.6285926663047)"
29,"(True, 0.9988633101075021)"
29,"(True, 1412.7405512837365)"
29,"(True, 0.36233806682240294)"
29,"(True, 1.929025870386987)"
29,"(True, 8285.723066666666)"
29,"(True, 811.5681810014516)"
29,"(True, 335.9661791441804)"
29,"(True, 2524.056705635914)"
29,"(False, None)"
29,"(True, 937.9803805032606)"
29,"(True, 22685.132649999996)"
29,"(True, 9986.297566666666)"
29,"(True, 6964.5575612766615)"
29,"(True, 0.9988633101075021)"
29,"(False, None)"
29,"(True, 2.685808504767262)"
29,"(True, 239.80272364669676)"
29,"(True, 1.790292877982441)"
29,"(True, 0.33932380049802374)"
29,"(True, 6.672981667314795)"
29,"(False, None)"
29,"(True, 17262.126250000005)"
29,"(True, 1.0527541792192907)"
29,"(True, 2566.168953523181)"
29,"(False, None)"
29,"(True, 5.53586701490306)"
29,"(True, 6.314275671174783)"
29,"(True, 81578.50440944635)"
29,"(True, 287.6663343842845)"
29,"(True, 287.72009850338287)"
29,"(True, 2.385225279826319)"
29,"(True, 992.4278404277252)"
29,"(True, 1069.1887915252164)"
29,"(True, 1331.8129653782546)"
29,"(True, 661.0407666666669)"
29,"(True, 2.331061573960953)"
29,"(True, 221.32666666666665)"
29,"(False, None)"
29,"(True, 462.9949645959795)"
29,"(True, 6.180043679031006)"
29,"(True, 271.1341601917672)"
29,"(True, 0.9988633101075021)"
29,"(False, None)"
29,"(False, None)"
29,"(True, 1.6396873423574898)"
29,"(True, 718747.3549398337)"
29,"(True, 6.089586136078393)"
29,"(True, 5219.494766666668)"
29,"(True, 0.012659639764276025)"
29,"(True, 1.1725004510250217)"
29,"(True, 2570.7505532006417)"
29,"(True, 6.136240526788196)"
29,"(True, 0.25310555359453635)"
29,"(True, 18.875157027453454)"
29,"(True, 2569.4595646505663)"
29,"(True, 4448.897579297501)"
29,"(True, 1.3402119266314516)"
29,"(True, 1577.1965532865663)"
29,"(True, 0.13668216574907405)"
29,"(True, 740577.9353860948)"
29,"(True, 2566.5)"
29,"(True, 2254.062318451455)"
29,"(True, 3272.2344828550763)"
29,"(True, 11.583107499680983)"
29,"(True, 1047.573818156699)"
29,"(True, 240.21327823020127)"
29,"(True, 289.2288082982589)"
29,"(True, 997.5440499999999)"
29,"(True, 1592.9461000000001)"
29,"(True, 2569.465327047866)"
29,"(True, 0.5881275864061092)"
29,"(True, 1138.0830014654446)"
29,"(True, 4.4278591930310345)"
29,"(True, 3.291888587308974)"
29,"(True, 0.8120718930584538)"
29,"(True, 558.9266666666666)"
29,"(True, 51.40890000000005)"
29,"(True, 1.9314509278510537)"
29,"(True, 235.45920928302147)"
29,"(True, 2640.7784218828597)"
29,"(True, 6.351665632610822)"
29,"(True, 1142.7909000035822)"
29,"(True, 1365.4734402778597)"
29,"(True, 240.03916666666672)"
29,"(True, 2.6771381874222127)"
29,"(True, 0.8210151963840968)"
29,"(True, 2567.300792969595)"
29,"(True, 0.6067689365590587)"
29,"(True, 191.98906666666656)"
30,"(True, 1.2364435654212462)"
30,"(True, 2317.989491583075)"
30,"(True, 288.896652853043)"
30,"(True, 4543.906740535782)"
30,"(True, 5.190971814816351)"
30,"(True, 2566.5)"
30,"(True, 2573.087112044649)"
30,"(False, None)"
30,"(True, 0.13668216574907405)"
30,"(True, 18683.833091738)"
30,"(True, 1715.2160925536252)"
30,"(True, 1155.667091411218)"
30,"(True, 5162.628266666667)"
30,"(True, 0.9988633101075021)"
30,"(True, 1137.613288421759)"
30,"(True, 1125.97119684664)"
30,"(True, 2.4661163970460254)"
30,"(True, 68.34685488666273)"
30,"(True, 1.5302843914948012)"
30,"(True, 1.7215156652271673)"
30,"(True, 0.012659639764276025)"
30,"(True, 670.2485235400876)"
30,"(True, 1.2438944060722525)"
30,"(False, None)"
30,"(True, 1812.1192607072235)"
